,Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,W/L,Score,Home Score,Away Score,Total Score,"City, State",lat,lng
2146,10/29/2005,Baylor,11:30 AM,No. 16 Texas Tech,NR,"Floyd Casey StadiumWaco, TX",FSN,L 0-28,43525,4,3,50000,0.8705,False,False,0.0,0.0,0.0,74,49,16,Big-12,2005,10,29,L,0-28,0,28,28,"Waco, TX",31.549333,-97.1466695
2147,11/5/2005,Baylor,6:00 PM,No. 2 Texas,NR,"Floyd Casey StadiumWaco, TX",FSN,L 0-62,44783,4,4,50000,0.89566,False,False,0.0,0.0,0.0,88,64,2,Big-12,2005,11,5,L,0-62,0,62,62,"Waco, TX",31.549333,-97.1466695
2148,11/19/2005,Baylor,1:00 PM,Oklahoma State,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 44-34,28753,4,6,50000,0.57506,False,False,0.0,0.0,0.0,68,48,NR,Big-12,2005,11,19,W,44-34,44,34,78,"Waco, TX",31.549333,-97.1466695
2149,9/3/2006,Baylor,4:30 PM,No. 22 TCU*,NR,"Floyd Casey StadiumWaco, TX",FSN,L 7-17,42733,0,0,50000,0.85466,False,False,0.0,0.0,0.0,91,76,22,Big-12,2006,9,3,L,7-17,7,17,24,"Waco, TX",31.549333,-97.1466695
2150,9/9/2006,Baylor,6:00 PM,Northwestern State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 47-10,31125,0,1,50000,0.6225,False,False,0.0,0.0,0.0,91,72,NR,Big-12,2006,9,9,W,47-10,47,10,57,"Waco, TX",31.549333,-97.1466695
2152,9/30/2006,Baylor,6:00 PM,Kansas State,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 17-3,30752,1,3,50000,0.61504,False,False,0.0,0.0,0.0,95,69,NR,Big-12,2006,9,30,W,17-3,17,3,20,"Waco, TX",31.549333,-97.1466695
2153,10/21/2006,Baylor,2:00 PM,Kansas,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 36-35,36125,3,4,50000,0.7225,False,False,0.0,0.0,0.0,85,50,NR,Big-12,2006,10,21,W,36-35,36,35,71,"Waco, TX",31.549333,-97.1466695
2154,11/18/2006,Baylor,11:00 AM,No. 16 Oklahoma,NR,"Floyd Casey StadiumWaco, TX",FSN,L 10-36,31221,4,7,50000,0.62442,False,False,0.0,0.0,0.0,73,33,16,Big-12,2006,11,18,L,10-36,10,36,46,"Waco, TX",31.549333,-97.1466695
2155,9/8/2007,Baylor,6:00 PM,Rice*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 42-17,29107,0,1,50000,0.58214,False,False,0.0,0.0,0.0,94,75,NR,Big-12,2007,9,8,W,42-17,42,17,59,"Waco, TX",31.549333,-97.1466695
2156,9/15/2007,Baylor,6:00 PM,Texas State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 34-27,36274,1,1,50000,0.72548,False,False,0.0,0.0,0.0,92,70,NR,Big-12,2007,9,15,W,34-27,34,27,61,"Waco, TX",31.549333,-97.1466695
2157,10/6/2007,Baylor,6:00 PM,Colorado,NR,"Floyd Casey StadiumWaco, TX",Not on TV,L 23-43,32376,3,2,50000,0.64752,False,False,0.0,0.0,0.0,92,74,NR,Big-12,2007,10,6,L,23-43,23,43,66,"Waco, TX",31.549333,-97.1466695
2158,10/20/2007,Baylor,11:30 AM,No. 19 Texas,NR,"Floyd Casey StadiumWaco, TX",Versus,L 10-31,41355,3,4,50000,0.8271,False,False,0.0,0.0,0.0,89,53,19,Big-12,2007,10,20,L,10-31,10,31,41,"Waco, TX",31.549333,-97.1466695
2159,11/3/2007,Baylor,2:00 PM,Texas Tech,NR,"Floyd Casey StadiumWaco, TX",Not on TV,L 7-38,39015,3,6,50000,0.7803,False,False,0.0,0.0,0.0,78,54,NR,Big-12,2007,11,3,L,7-38,7,38,45,"Waco, TX",31.549333,-97.1466695
2160,11/17/2007,Baylor,6:00 PM,Oklahoma State,NR,"Floyd Casey StadiumWaco, TX",FSN,L 14-45,28159,3,8,50000,0.56318,False,False,0.0,0.0,0.0,78,56,NR,Big-12,2007,11,17,L,14-45,14,45,59,"Waco, TX",31.549333,-97.1466695
2161,8/30/2008,Baylor,7:00 PM,No. 23 Wake Forest*,NR,"Floyd Casey StadiumWaco, TX",FSN,L 13-41,30633,0,0,50000,0.61266,True,False,0.01,0.0,0.0,95,71,23,Big-12,2008,8,30,L,13-41,13,41,54,"Waco, TX",31.549333,-97.1466695
2162,9/6/2008,Baylor,6:00 PM,Northwestern State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 51-6,36258,0,1,50000,0.72516,True,False,0.0,0.0,0.0,91,63,NR,Big-12,2008,9,6,W,51-6,51,6,57,"Waco, TX",31.549333,-97.1466695
2163,9/12/2008,Baylor,7:30 PM,Washington State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 45-17,25595,1,1,50000,0.5119,True,False,0.0,0.0,0.0,92,71,NR,Big-12,2008,9,12,W,45-17,45,17,62,"Waco, TX",31.549333,-97.1466695
2164,10/4/2008,Baylor,11:30 AM,No. 1 Oklahoma,NR,"Floyd Casey StadiumWaco, TX",FSN,L 14-49,37145,2,2,50000,0.7429,True,False,0.0,0.0,0.0,90,69,1,Big-12,2008,10,4,L,14-49,14,49,63,"Waco, TX",31.549333,-97.1466695
2165,10/11/2008,Baylor,6:00 PM,Iowa State,NR,"Floyd Casey StadiumWaco, TX",FCS,W 38-10,30528,2,3,50000,0.61056,True,False,0.0,0.0,0.0,86,62,NR,Big-12,2008,10,11,W,38-10,38,10,48,"Waco, TX",31.549333,-97.1466695
2166,11/1/2008,Baylor,3:00 PM,No. 14 Missouri,NR,"Floyd Casey StadiumWaco, TX",Not on TV,L 28-31,35142,3,5,50000,0.70284,True,False,0.0,0.0,0.0,83,59,14,Big-12,2008,11,1,L,28-31,28,31,59,"Waco, TX",31.549333,-97.1466695
2167,9/19/2009,Baylor,4:00 PM,Connecticut*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,L 22-30,40147,1,0,50000,0.80294,False,False,0.0,0.0,0.0,87,68,NR,Big-12,2009,9,19,L,22-30,22,30,52,"Waco, TX",31.549333,-97.1466695
2168,9/26/2009,Baylor,6:00 PM,Northwestern State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 68-13,36452,1,1,50000,0.72904,False,False,0.0,0.0,0.0,88,61,NR,Big-12,2009,9,26,W,68-13,68,13,81,"Waco, TX",31.549333,-97.1466695
2169,10/3/2009,Baylor,6:00 PM,Kent State*,NR,"Floyd Casey StadiumWaco, TX",FSN,W 31-15,27047,2,1,50000,0.54094,False,False,1.06,0.0,0.0,77,56,NR,Big-12,2009,10,3,W,31-15,31,15,46,"Waco, TX",31.549333,-97.1466695
2170,10/24/2009,Baylor,11:30 AM,No. 12 Oklahoma State,NR,"Floyd Casey StadiumWaco, TX",Versus,L 7-34,38117,3,3,50000,0.76234,False,False,0.0,0.0,0.0,75,43,12,Big-12,2009,10,24,L,7-34,7,34,41,"Waco, TX",31.549333,-97.1466695
2171,10/31/2009,Baylor,11:30 AM,Nebraska,NR,"Floyd Casey StadiumWaco, TX",Versus,L 10-20,31702,3,4,50000,0.63404,False,False,0.0,0.0,0.0,74,40,NR,Big-12,2009,10,31,L,10-20,10,20,30,"Waco, TX",31.549333,-97.1466695
2172,11/14/2009,Baylor,11:00 AM,No. 3 Texas,NR,"Floyd Casey StadiumWaco, TX",FSN,L 13-47,44372,4,5,50000,0.88744,False,False,0.0,0.0,0.0,79,60,3,Big-12,2009,11,14,L,13-47,13,47,60,"Waco, TX",31.549333,-97.1466695
2173,9/4/2010,Baylor,6:00 PM,Sam Houston State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 34-3,42821,0,0,50000,0.85642,False,False,0.0,0.0,0.0,91,66,NR,Big-12,2010,9,4,W,34-3,34,3,37,"Waco, TX",31.549333,-97.1466695
2174,9/11/2010,Baylor,6:00 PM,Buffalo*,NR,"Floyd Casey StadiumWaco, TX",FCS,W 34-6,40853,1,0,50000,0.81706,False,False,0.0,0.0,0.0,96,77,NR,Big-12,2010,9,11,W,34-6,34,6,40,"Waco, TX",31.549333,-97.1466695
2175,10/2/2010,Baylor,11:00 AM,Kansas,NR,"Floyd Casey StadiumWaco, TX",FSN,W 55-7,35405,3,1,50000,0.7081,False,False,0.0,0.0,0.0,86,54,NR,Big-12,2010,10,2,W,55-7,55,7,62,"Waco, TX",31.549333,-97.1466695
2176,10/23/2010,Baylor,2:30 PM,Kansas State,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 47-42,40057,5,2,50000,0.80114,False,False,0.99,0.0,0.0,82,62,NR,Big-12,2010,10,23,W,47-42,47,42,89,"Waco, TX",31.549333,-97.1466695
2177,11/13/2010,Baylor,6:00 PM,No. 23 Texas A&M,NR,"Floyd Casey StadiumWaco, TX",FSN,L 30-42,45089,7,3,50000,0.90178,False,False,0.0,0.0,0.0,62,38,23,Big-12,2010,11,13,L,30-42,30,42,72,"Waco, TX",31.549333,-97.1466695
2178,11/20/2010,Baylor,7:00 PM,No. 16 Oklahoma,NR,"Floyd Casey StadiumWaco, TX",ESPN2,L 24-53,36034,7,4,50000,0.72068,False,False,0.0,0.0,0.0,75,49,16,Big-12,2010,11,20,L,24-53,24,53,77,"Waco, TX",31.549333,-97.1466695
2179,9/2/2011,Baylor,7:00 PM,No. 14 TCU*,NR,"Floyd Casey StadiumWaco, TX",ESPN,W 50-48,43753,0,0,50000,0.87506,False,False,0.0,0.0,0.0,103,80,14,Big-12,2011,9,2,W,50-48,50,48,98,"Waco, TX",31.549333,-97.1466695
2181,9/24/2011,Baylor,6:00 PM,Rice*,17,"Floyd Casey StadiumWaco, TX",FSN,W 56-31,40088,2,0,50000,0.80176,False,False,0.0,0.0,0.0,98,54,NR,Big-12,2011,9,24,W,56-31,56,31,87,"Waco, TX",31.549333,-97.1466695
2182,10/8/2011,Baylor,6:00 PM,Iowa State,25,"Floyd Casey StadiumWaco, TX",FSN,W 49-26,41625,3,1,50000,0.8325,False,False,0.0,0.0,0.0,91,73,NR,Big-12,2011,10,8,W,49-26,49,26,75,"Waco, TX",31.549333,-97.1466695
2183,11/5/2011,Baylor,6:00 PM,Missouri,NR,"Floyd Casey StadiumWaco, TX",FSN,W 42-39,40194,4,3,50000,0.80388,False,False,0.0,0.0,0.0,76,38,NR,Big-12,2011,11,5,W,42-39,42,39,81,"Waco, TX",31.549333,-97.1466695
2184,11/19/2011,Baylor,7:00 PM,No. 5 Oklahoma,25,"Floyd Casey StadiumWaco, TX",ABC/ESPN3,W 45-38,40281,6,3,50000,0.80562,False,False,0.0,0.0,0.0,81,64,5,Big-12,2011,11,19,W,45-38,45,38,83,"Waco, TX",31.549333,-97.1466695
2185,12/3/2011,Baylor,2:30 PM,No. 22 Texas,19,"Floyd Casey StadiumWaco, TX",ABC,W 48-24,46543,8,3,50000,0.93086,False,False,0.33,0.0,0.0,69,53,22,Big-12,2011,12,3,W,48-24,48,24,72,"Waco, TX",31.549333,-97.1466695
2186,9/2/2012,Baylor,5:30 PM,SMU*,NR,"Floyd Casey StadiumWaco, TX",FSN,W 59-24,43514,0,0,50000,0.87028,False,False,0.0,0.0,0.0,100,76,NR,Big-12,2012,9,2,W,59-24,59,24,83,"Waco, TX",31.549333,-97.1466695
2187,9/15/2012,Baylor,6:00 PM,No. 2 (FCS) Sam Houston State*,NR,"Floyd Casey StadiumWaco, TX",FCS Central,W 48-23,44856,1,0,50000,0.89712,False,False,0.0,0.0,0.0,81,64,NR,Big-12,2012,9,15,W,48-23,48,23,71,"Waco, TX",31.549333,-97.1466695
2188,11/3/2012,Baylor,2:30 PM,Kansas,NR,"Floyd Casey StadiumWaco, TX",FSN,W 41-14,39039,3,4,50000,0.78078,False,False,0.0,0.0,0.0,84,57,NR,Big-12,2012,11,3,W,41-14,41,14,55,"Waco, TX",31.549333,-97.1466695
2189,11/17/2012,Baylor,7:00 PM,No. 1 Kansas State,NR,"Floyd Casey StadiumWaco, TX",ESPN,W 52-24,38029,4,5,50000,0.76058,False,False,0.0,0.0,0.0,67,28,1,Big-12,2012,11,17,W,52-24,52,24,76,"Waco, TX",31.549333,-97.1466695
2190,12/1/2012,Baylor,11:00 AM,No. 23 Oklahoma State,NR,"Floyd Casey StadiumWaco, TX",FX,W 41-34,39203,6,5,50000,0.78406,False,False,0.0,0.0,0.0,83,64,23,Big-12,2012,12,1,W,41-34,41,34,75,"Waco, TX",31.549333,-97.1466695
2191,8/31/2013,Baylor,6:30 PM,No. 8 (FCS) Wofford*,NR,"Floyd Casey StadiumWaco, TX",FCS Central,W 69-3,44989,0,0,50000,0.89978,False,False,0.0,0.0,0.0,103,77,NR,Big-12,2013,8,31,W,69-3,69,3,72,"Waco, TX",31.549333,-97.1466695
2192,9/7/2013,Baylor,2:30 PM,Buffalo*,23,"Floyd Casey StadiumWaco, TX",FSN,W 70-13,39126,1,0,50000,0.78252,False,False,0.0,0.0,0.0,99,74,NR,Big-12,2013,9,7,W,70-13,70,13,83,"Waco, TX",31.549333,-97.1466695
2193,9/21/2013,Baylor,3:00 PM,Louisiana-Monroe*,20,"Floyd Casey StadiumWaco, TX",FS1,W 70-7,42967,2,0,50000,0.85934,False,False,0.0,0.0,0.0,85,62,NR,Big-12,2013,9,21,W,70-7,70,7,77,"Waco, TX",31.549333,-97.1466695
2194,10/5/2013,Baylor,7:00 PM,West Virginia,17,"Floyd Casey StadiumWaco, TX",FS1,W 73-42,45467,3,0,50000,0.90934,False,False,0.0,0.0,0.0,81,56,NR,Big-12,2013,10,5,W,73-42,73,42,115,"Waco, TX",31.549333,-97.1466695
2195,10/19/2013,Baylor,6:00 PM,Iowa State,12,"Floyd Casey StadiumWaco, TX",ESPNU,W 71-7,46825,5,0,50000,0.9365,False,False,0.0,0.0,0.0,65,42,NR,Big-12,2013,10,19,W,71-7,71,7,78,"Waco, TX",31.549333,-97.1466695
2196,11/7/2013,Baylor,6:30 PM,No. 12 Oklahoma,5,"Floyd Casey StadiumWaco, TX",FS1,W 41-12,50537,7,0,50000,1.01074,False,False,0.0,0.0,0.0,64,39,12,Big-12,2013,11,7,W,41-12,41,12,53,"Waco, TX",31.549333,-97.1466695
2197,12/7/2013,Baylor,2:30 PM,No. 23 Texas,9,"Floyd Casey StadiumWaco, TX",FOX,W 30-10,51728,10,1,50000,1.03456,False,False,0.0,0.0,0.0,27,23,23,Big-12,2013,12,7,W,30-10,30,10,40,"Waco, TX",31.549333,-97.1466695
2199,10/28/2006,Baylor,6:00 PM,No. 23 Texas A&M,NR,"Floyd Casey StadiumWaco, TX ",Not on TV,L 21-31,51385,4,4,50000,1.0277,False,False,0.0,0.0,0.0,79,42,23,Big-12,2006,10,28,L,21-31,21,31,52,"Waco, TX ",31.549333,-97.1466695
2200,11/15/2008,Baylor,3:05 PM,Texas A&M,NR,"Floyd Casey StadiumWaco, TX ",Not on TV,W 41-21,43549,3,7,50000,0.87098,True,False,0.0,0.0,0.0,57,32,NR,Big-12,2008,11,15,W,41-21,41,21,62,"Waco, TX ",31.549333,-97.1466695
2201,10/13/2012,Baylor,6:00 PM,TCU,NR,"Floyd Casey StadiumWaco, TX ",FSN,L 21-49,42524,3,1,50000,0.85048,False,False,0.06,0.0,0.0,85,72,NR,Big-12,2012,10,13,L,21-49,21,49,70,"Waco, TX ",31.549333,-97.1466695
2202,9/20/2007,Middle Tennessee,6:00 PM,WKU*,NR,"Floyd StadiumMurfreesboro, TN",ESPN+/CSS,L 17-20,22086,0,3,30788,0.717357412,False,False,0.0,0.0,0.0,86,55,NR,Sun Belt,2007,9,20,L,17-20,17,20,37,"Murfreesboro, TN",35.8456213,-86.39027
2203,9/29/2007,Middle Tennessee,6:00 PM,Florida International,NR,"Floyd StadiumMurfreesboro, TN",Not on TV,W 47-6,15605,0,4,30788,0.506853319,False,False,0.01,0.0,0.0,93,47,NR,Sun Belt,2007,9,29,W,47-6,47,6,53,"Murfreesboro, TN",35.8456213,-86.39027
2204,10/6/2007,Middle Tennessee,6:00 PM,Virginia*,NR,"Floyd StadiumMurfreesboro, TN",CSS,L 21-23,23227,1,4,30788,0.754417305,False,False,0.01,0.0,0.0,87,62,NR,Sun Belt,2007,10,6,L,21-23,21,23,44,"Murfreesboro, TN",35.8456213,-86.39027
2205,10/20/2007,Middle Tennessee,2:30 PM,Arkansas State,NR,"Floyd StadiumMurfreesboro, TN",Not on TV,W 27-7,12505,2,5,30788,0.40616474,False,False,0.0,0.0,0.0,73,42,NR,Sun Belt,2007,10,20,W,27-7,27,7,34,"Murfreesboro, TN",35.8456213,-86.39027
2206,11/10/2007,Middle Tennessee,2:30 PM,Louisiana-Lafayette,NR,"Floyd StadiumMurfreesboro, TN",Not on TV,L 24-34,19227,5,5,30788,0.624496557,False,False,0.0,0.0,0.0,68,32,NR,Sun Belt,2007,11,10,L,24-34,24,34,58,"Murfreesboro, TN",35.8456213,-86.39027
2315,9/7/2002,Oklahoma,2:30 PM,Alabama*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 37-27,75564,1,0,72765,1.038466296,False,True,0.0,0.0,0.0,94,71,NR,Big-12,2002,9,7,W,37-27,37,27,64,"Norman, OK",35.2225668,-97.4394777
2316,9/14/2002,Oklahoma,6:00 PM,UTEP*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",PPV,W 68-0,74468,2,0,72765,1.023404109,False,True,1.62,0.0,0.0,83,64,NR,Big-12,2002,9,14,W,68-0,68,0,68,"Norman, OK",35.2225668,-97.4394777
2317,9/28/2002,Oklahoma,6:00 PM,South Florida*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",TBS,W 31-14,74432,3,0,72765,1.022909366,False,True,0.0,0.0,0.0,90,62,NR,Big-12,2002,9,28,W,31-14,31,14,45,"Norman, OK",35.2225668,-97.4394777
2318,10/19/2002,Oklahoma,2:30 PM,No. 9 Iowa State,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 49-3,75201,6,0,72765,1.033477633,False,True,0.31,0.0,0.0,62,48,9,Big-12,2002,10,19,W,49-3,49,3,52,"Norman, OK",35.2225668,-97.4394777
2319,11/2/2002,Oklahoma,2:30 PM,No. 13 Colorado,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 27-11,75403,7,0,72765,1.036253693,False,True,0.58,0.0,0.0,44,37,13,Big-12,2002,11,2,W,27-11,27,11,38,"Norman, OK",35.2225668,-97.4394777
2320,11/23/2002,Oklahoma,6:00 PM,No. 24 Texas Tech,4,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",TBS,W 60-15,75553,9,1,72765,1.038315124,False,True,0.0,0.0,0.0,71,42,24,Big-12,2002,11,23,W,60-15,60,15,75,"Norman, OK",35.2225668,-97.4394777
2321,8/30/2003,Oklahoma,6:00 PM,North Texas*,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 37-3,83073,0,0,81207,1.022978315,False,True,3.5,0.0,0.0,82,69,NR,Big-12,2003,8,30,W,37-3,37,3,40,"Norman, OK",35.2225668,-97.4394777
2322,9/13/2003,Oklahoma,2:30 PM,Fresno State*,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",PPV,W 52-28,83091,2,0,81207,1.02319997,False,True,0.04,0.0,0.0,68,56,NR,Big-12,2003,9,13,W,52-28,52,28,80,"Norman, OK",35.2225668,-97.4394777
2323,9/20/2003,Oklahoma,2:30 PM,UCLA*,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 59-24,83317,3,0,81207,1.025982982,False,True,0.0,0.0,0.0,79,45,NR,Big-12,2003,9,20,W,59-24,59,24,83,"Norman, OK",35.2225668,-97.4394777
2324,11/8/2003,Oklahoma,11:00 AM,Texas A&M,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 77-0,83461,9,0,82112,1.01642878,False,True,0.09,0.0,0.0,47,42,NR,Big-12,2003,11,8,W,77-0,77,0,77,"Norman, OK",35.2225668,-97.4394777
2325,11/15/2003,Oklahoma,1:30 PM,Baylor,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",PPV,W 41-3,82117,10,0,82112,1.000060892,False,True,0.0,0.0,0.0,64,39,NR,Big-12,2003,11,15,W,41-3,41,3,44,"Norman, OK",35.2225668,-97.4394777
2326,9/4/2004,Oklahoma,11:00 AM,BOwling Green*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 40-24,84319,0,0,82112,1.026877923,False,True,0.0,0.0,0.0,88,69,NR,Big-12,2004,9,4,W,40-24,40,24,64,"Norman, OK",35.2225668,-97.4394777
2327,9/11/2004,Oklahoma,6:00 PM,Houston*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",TBS,W 63-13,84280,1,0,82112,1.026402962,False,True,0.0,0.0,0.0,91,64,NR,Big-12,2004,9,11,W,63-13,63,13,76,"Norman, OK",35.2225668,-97.4394777
2328,9/18/2004,Oklahoma,2:30 PM,Oregon*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 31-7,84574,2,0,82112,1.029983437,False,True,0.0,0.0,0.0,93,73,NR,Big-12,2004,9,18,W,31-7,31,7,38,"Norman, OK",35.2225668,-97.4394777
2329,10/2/2004,Oklahoma,11:30 AM,Texas Tech,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 28-13,84580,3,0,82112,1.030056508,False,True,0.0,0.0,0.0,71,46,NR,Big-12,2004,10,2,W,28-13,28,13,41,"Norman, OK",35.2225668,-97.4394777
2330,10/23/2004,Oklahoma,11:30 AM,Kansas,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 41-10,84520,6,0,82112,1.029325799,False,True,0.0,0.0,0.0,74,47,NR,Big-12,2004,10,23,W,41-10,41,10,51,"Norman, OK",35.2225668,-97.4394777
2331,9/3/2005,Oklahoma,11:00 AM,TCU*,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,L 10-17,84332,0,0,82112,1.027036243,False,True,0.0,0.0,0.0,89,67,NR,Big-12,2005,9,3,L,10-17,10,17,27,"Norman, OK",35.2225668,-97.4394777
2332,9/10/2005,Oklahoma,11:30 AM,Tulsa*,18,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 31-15,83877,0,1,82112,1.021495031,False,True,0.0,0.0,0.0,90,69,NR,Big-12,2005,9,10,W,31-15,31,15,46,"Norman, OK",35.2225668,-97.4394777
2333,10/1/2005,Oklahoma,6:00 PM,Kansas State,NR,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 43-21,84501,1,2,82112,1.029094408,False,True,0.71,0.0,0.0,82,64,NR,Big-12,2005,10,1,W,43-21,43,21,64,"Norman, OK",35.2225668,-97.4394777
2335,11/12/2005,Oklahoma,11:00 AM,Texas A&M,NR,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 36-30,84943,5,3,82112,1.034477299,False,True,0.0,0.0,0.0,83,53,NR,Big-12,2005,11,12,W,36-30,36,30,66,"Norman, OK",35.2225668,-97.4394777
2336,9/2/2006,Oklahoma,6:00 PM,UAB*,10,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",TBS,W 24-17,84555,0,0,82112,1.029752046,False,True,0.39,0.0,0.0,92,69,NR,Big-12,2006,9,2,W,24-17,24,17,41,"Norman, OK",35.2225668,-97.4394777
2337,9/9/2006,Oklahoma,2:30 PM,Washington*,15,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 37-20,84577,1,0,82112,1.030019973,False,True,0.0,0.0,0.0,85,62,NR,Big-12,2006,9,9,W,37-20,37,20,57,"Norman, OK",35.2225668,-97.4394777
2338,9/23/2006,Oklahoma,6:00 PM,Middle Tennessee*,17,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",PPV,W 59-0,84326,2,1,82112,1.026963172,False,True,0.0,0.0,0.0,88,52,NR,Big-12,2006,9,23,W,59-0,59,0,59,"Norman, OK",35.2225668,-97.4394777
2339,10/14/2006,Oklahoma,11:30 AM,Iowa State,23,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 34-9,84152,3,2,82112,1.024844115,False,True,0.0,0.0,0.0,72,39,NR,Big-12,2006,10,14,W,34-9,34,9,43,"Norman, OK",35.2225668,-97.4394777
2340,10/21/2006,Oklahoma,6:00 PM,Colorado,20,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 24-3,84443,4,2,82112,1.028388055,False,True,0.0,0.0,0.0,69,42,NR,Big-12,2006,10,21,W,24-3,24,3,27,"Norman, OK",35.2225668,-97.4394777
2341,8/30/2008,Oklahoma,6:00 PM,Chattanooga*,4,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 57-2,84715,0,0,82112,1.031700604,False,True,0.0,0.0,0.0,95,71,NR,Big-12,2008,8,30,W,57-2,57,2,59,"Norman, OK",35.2225668,-97.4394777
2342,9/6/2008,Oklahoma,2:30 PM,Cincinnati*,4,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 52-26,84476,1,0,82112,1.028789945,False,True,0.0,0.0,0.0,80,61,NR,Big-12,2008,9,6,W,52-26,52,26,78,"Norman, OK",35.2225668,-97.4394777
2343,9/27/2008,Oklahoma,6:00 PM,No. 24 TCU*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 35-10,85158,3,0,82112,1.037095674,False,True,0.0,0.0,0.0,85,57,24,Big-12,2008,9,27,W,35-10,35,10,45,"Norman, OK",35.2225668,-97.4394777
2344,9/12/2009,Oklahoma,6:00 PM,Idaho State*,13,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 64-0,84749,0,1,82112,1.032114673,False,True,0.26,0.0,0.0,80,69,NR,Big-12,2009,9,12,W,64-0,64,0,64,"Norman, OK",35.2225668,-97.4394777
2345,9/19/2009,Oklahoma,2:30 PM,Tulsa*,12,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 45-0,84803,1,1,82112,1.032772311,False,True,0.1,0.0,0.0,75,65,NR,Big-12,2009,9,19,W,45-0,45,0,45,"Norman, OK",35.2225668,-97.4394777
2346,10/10/2009,Oklahoma,2:30 PM,Baylor,19,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 33-7,84478,2,2,82112,1.028814302,False,True,0.0,0.0,0.0,52,37,NR,Big-12,2009,10,10,W,33-7,33,7,40,"Norman, OK",35.2225668,-97.4394777
2347,10/31/2009,Oklahoma,6:00 PM,Kansas State,22,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 42-30,84021,4,3,82112,1.023248733,False,True,0.0,0.0,0.0,57,38,NR,Big-12,2009,10,31,W,42-30,42,30,72,"Norman, OK",35.2225668,-97.4394777
2348,11/14/2009,Oklahoma,6:00 PM,Texas A&M,NR,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 65-10,85013,5,4,82112,1.035329793,False,True,0.0,0.0,0.0,71,55,NR,Big-12,2009,11,14,W,65-10,65,10,75,"Norman, OK",35.2225668,-97.4394777
2349,9/4/2010,Oklahoma,6:00 PM,Utah State*,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",PPV,W 31-24,85151,0,0,82112,1.037010425,False,True,0.0,0.0,0.0,82,51,NR,Big-12,2010,9,4,W,31-24,31,24,55,"Norman, OK",35.2225668,-97.4394777
